model,method,guesser_model,board_seed,board_style,trial,status,stage,outcome,game_length,targets_found,target_recovery_rate,assassin_hit,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,started_at,duration_s,terminal_error,error
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,0,dual_50,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,7,0,1.0,0,2026-08-19T23:02:29.988014+00:00,38.041,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,1,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-19T23:04:38.643289+00:00,90.157,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,2,dual_50,0,ok,,loss,7,8,0.8888888888888888,True,8,1,0.875,0,15,0,1.0,0,2026-08-19T23:06:53.808997+00:00,83.555,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,3,dual_50,0,ok,,win,9,9,1.0,False,11,2,0.8181818181818182,0,19,2,0.8947368421052632,0,2026-08-19T23:09:56.124426+00:00,103.267,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,4,dual_50,0,ok,,win,7,9,1.0,False,9,2,0.7777777777777778,0,15,0,1.0,0,2026-08-19T23:12:34.099586+00:00,85.805,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,0,dual_80,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,11,0,1.0,0,2026-08-19T23:14:55.305419+00:00,63.253,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,1,dual_80,0,ok,,loss,5,6,0.6666666666666666,True,5,0,1.0,0,11,0,1.0,0,2026-08-19T23:17:12.309015+00:00,60.687,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,2,dual_80,0,ok,,win,9,9,1.0,False,15,6,0.6,0,17,0,1.0,0,2026-08-19T23:19:46.284900+00:00,107.032,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,3,dual_80,0,ok,,win,12,9,1.0,False,14,2,0.8571428571428571,0,20,1,0.95,0,2026-08-19T23:21:33.317836+00:00,121.553,,
google/gemini-2.5-flash,strong_hebrew,google/gemini-2.5-flash,4,dual_80,0,ok,,win,11,9,1.0,False,11,0,1.0,0,20,1,0.95,0,2026-08-19T23:23:34.872232+00:00,113.001,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_0,0,ok,,win,8,9,1.0,False,8,0,1.0,0,15,0,1.0,0,2026-08-19T23:36:35.595272+00:00,99.049,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_0,0,ok,,loss,4,3,0.3333333333333333,True,5,1,0.8,0,9,2,0.7777777777777778,0,2026-08-19T23:43:14.090780+00:00,57.388,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_0,0,ok,,loss,8,8,0.8888888888888888,True,8,0,1.0,0,16,0,1.0,0,2026-08-19T23:44:30.258829+00:00,93.705,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_0,0,ok,,win,13,9,1.0,False,13,0,1.0,0,20,0,1.0,0,2026-08-19T23:48:55.301770+00:00,127.03,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_0,0,ok,,loss,3,1,0.1111111111111111,True,4,1,0.75,0,4,0,1.0,0,2026-08-19T23:51:17.268037+00:00,27.238,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_100,0,ok,,codemaster_failure,4,4,0.4444444444444444,False,10,6,0.4,1,10,3,0.7,0,2026-08-20T00:18:39.317235+00:00,56.027,Codemaster google/gemini-2.5-flash/strong_hebrew failed after 6 attempts: intended_targets not on board: ['רוח'],
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_100,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,24,5,0.7916666666666666,0,2026-08-20T00:20:08.558254+00:00,184.968,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_100,0,ok,,codemaster_failure,6,6,0.6666666666666666,False,12,6,0.5,1,13,2,0.8461538461538461,0,2026-08-20T00:22:44.821471+00:00,110.315,Codemaster google/gemini-2.5-flash/strong_hebrew failed after 6 attempts: clue 'פה' must not be a word already on the board,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_100,0,ok,,loss,1,2,0.2222222222222222,True,1,0,1.0,0,4,1,0.75,0,2026-08-20T00:25:44.121513+00:00,18.47,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-20T00:26:16.549493+00:00,12.576,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_50,0,ok,,loss,9,5,0.5555555555555556,True,9,0,1.0,0,14,0,1.0,0,2026-08-19T23:52:19.928986+00:00,88.724,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_50,0,ok,,loss,9,8,0.8888888888888888,True,9,0,1.0,0,15,0,1.0,0,2026-08-19T23:55:20.607372+00:00,109.455,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_50,0,ok,,loss,8,8,0.8888888888888888,True,8,0,1.0,0,14,0,1.0,0,2026-08-19T23:57:49.662865+00:00,84.473,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_50,0,ok,,win,8,9,1.0,False,10,2,0.8,0,18,3,0.8333333333333334,0,2026-08-20T00:01:58.762404+00:00,97.393,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_50,0,ok,,loss,8,7,0.7777777777777778,True,9,1,0.8888888888888888,0,15,0,1.0,0,2026-08-20T00:04:17.746549+00:00,99.277,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_80,0,ok,,stalled,4,3,0.3333333333333333,False,4,0,1.0,0,19,14,0.2631578947368421,2,2026-08-20T00:07:30.101568+00:00,62.914,Guesser meta-llama/llama-3.3-70b-instruct failed after 6 attempts: guess 'חי' not among currently guessable words,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_80,0,ok,,loss,4,1,0.1111111111111111,True,5,1,0.8,0,10,5,0.5,0,2026-08-20T00:10:19.814688+00:00,62.735,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_80,0,ok,,loss,4,6,0.6666666666666666,True,4,0,1.0,0,10,1,0.9,0,2026-08-20T00:12:41.343196+00:00,61.903,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,19,2,0.8947368421052632,0,2026-08-20T00:14:29.476779+00:00,135.834,,
google/gemini-2.5-flash,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_80,0,ok,,loss,9,8,0.8888888888888888,True,9,0,1.0,0,24,8,0.6666666666666666,1,2026-08-20T00:16:10.183161+00:00,128.985,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,0,dual_0,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-20T00:28:30.121735+00:00,12.19,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,1,dual_0,0,ok,,win,9,9,1.0,False,11,2,0.8181818181818182,0,17,1,0.9411764705882353,0,2026-08-20T00:30:07.892730+00:00,108.457,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,2,dual_0,0,ok,,loss,3,3,0.3333333333333333,True,5,2,0.6,0,6,0,1.0,0,2026-08-20T00:32:33.368759+00:00,39.248,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,3,dual_0,0,ok,,win,13,9,1.0,False,14,1,0.9285714285714286,0,26,5,0.8076923076923077,0,2026-08-20T00:34:18.034502+00:00,159.165,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,4,dual_0,0,ok,,win,15,9,1.0,False,16,1,0.9375,0,24,1,0.9583333333333334,0,2026-08-20T00:37:04.769395+00:00,163.878,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,0,dual_100,0,ok,,win,13,9,1.0,False,13,0,1.0,0,23,2,0.9130434782608695,0,2026-08-20T01:05:21.658227+00:00,144.627,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,1,dual_100,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,20,1,0.95,0,2026-08-20T01:08:56.075377+00:00,128.45,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,2,dual_100,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,15,1,0.9333333333333333,0,2026-08-20T01:11:04.525534+00:00,92.915,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,3,dual_100,0,ok,,loss,6,2,0.2222222222222222,True,6,0,1.0,0,9,1,0.8888888888888888,0,2026-08-20T01:12:37.440148+00:00,59.712,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,4,dual_100,0,ok,,loss,10,6,0.6666666666666666,True,10,0,1.0,0,17,1,0.9411764705882353,0,2026-08-20T01:14:57.469474+00:00,106.442,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,0,dual_50,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-20T00:39:48.646514+00:00,12.189,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,1,dual_50,0,ok,,loss,6,3,0.3333333333333333,True,6,0,1.0,0,9,0,1.0,0,2026-08-20T00:43:07.316861+00:00,65.147,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,2,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,22,8,0.6363636363636364,1,2026-08-20T00:44:12.464105+00:00,105.176,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,3,dual_50,0,ok,,win,10,9,1.0,False,13,3,0.7692307692307693,0,18,0,1.0,0,2026-08-20T00:45:57.639424+00:00,116.437,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,4,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,19,3,0.8421052631578947,0,2026-08-20T00:49:00.013937+00:00,102.012,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,0,dual_80,0,ok,,win,9,9,1.0,False,9,0,1.0,0,15,0,1.0,0,2026-08-20T00:51:29.673602+00:00,96.637,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,1,dual_80,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,7,0,1.0,0,2026-08-20T00:55:09.448389+00:00,41.314,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,2,dual_80,0,ok,,win,7,9,1.0,False,9,2,0.7777777777777778,0,14,0,1.0,0,2026-08-20T00:58:02.368097+00:00,90.81,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,3,dual_80,0,ok,,win,9,9,1.0,False,9,0,1.0,0,16,1,0.9375,0,2026-08-20T01:00:18.694629+00:00,98.829,,
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,4,dual_80,0,ok,,loss,4,4,0.4444444444444444,True,4,0,1.0,0,8,0,1.0,0,2026-08-20T01:01:57.523435+00:00,47.844,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,0,dual_0,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,8,1,0.875,0,2026-08-20T01:17:34.988193+00:00,54.483,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,1,dual_0,0,ok,,loss,7,3,0.3333333333333333,True,8,1,0.875,0,12,2,0.8333333333333334,0,2026-08-20T01:19:14.410392+00:00,95.765,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,2,dual_0,0,ok,,win,7,9,1.0,False,7,0,1.0,0,15,0,1.0,0,2026-08-20T01:20:25.585091+00:00,104.959,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,3,dual_0,0,ok,,loss,20,8,0.8888888888888888,True,20,0,1.0,0,37,9,0.7567567567567568,0,2026-08-20T01:22:07.475904+00:00,242.884,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,4,dual_0,0,ok,,win,15,9,1.0,False,15,0,1.0,0,24,1,0.9583333333333334,0,2026-08-20T01:24:56.991703+00:00,169.455,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,0,dual_100,0,ok,,win,9,9,1.0,False,9,0,1.0,0,17,0,1.0,0,2026-08-20T01:48:40.318385+00:00,131.517,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,1,dual_100,0,ok,,loss,4,3,0.3333333333333333,True,4,0,1.0,0,7,0,1.0,0,2026-08-20T01:51:08.621277+00:00,50.679,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,2,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,3,1,0.6666666666666666,0,2026-08-20T01:53:19.317238+00:00,14.516,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,3,dual_100,0,ok,,loss,2,1,0.1111111111111111,True,2,0,1.0,0,4,1,0.75,0,2026-08-20T01:55:27.358767+00:00,32.347,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,4,dual_100,0,ok,,win,15,9,1.0,False,15,0,1.0,0,24,1,0.9583333333333334,0,2026-08-20T01:56:45.089876+00:00,184.171,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,0,dual_50,0,ok,,loss,15,7,0.7777777777777778,True,16,1,0.9375,0,26,4,0.8461538461538461,0,2026-08-20T01:27:46.446825+00:00,205.928,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,1,dual_50,0,ok,,loss,2,0,0.0,True,2,0,1.0,0,2,0,1.0,0,2026-08-20T01:30:01.443394+00:00,16.695,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,2,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,18,2,0.8888888888888888,0,2026-08-20T01:31:12.362082+00:00,115.969,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,3,dual_50,0,ok,,win,19,9,1.0,False,23,4,0.8260869565217391,0,28,1,0.9642857142857143,0,2026-08-20T01:32:55.156374+00:00,227.299,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,4,dual_50,0,ok,,loss,8,6,0.6666666666666666,True,10,2,0.8,0,16,2,0.875,0,2026-08-20T01:35:38.869341+00:00,109.039,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,0,dual_80,0,ok,,win,11,9,1.0,False,11,0,1.0,0,24,5,0.7916666666666666,0,2026-08-20T01:37:27.908486+00:00,143.3,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,1,dual_80,0,ok,,win,9,9,1.0,False,10,1,0.9,0,21,4,0.8095238095238095,0,2026-08-20T01:40:25.772704+00:00,143.446,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,2,dual_80,0,ok,,loss,3,2,0.2222222222222222,True,3,0,1.0,0,5,0,1.0,0,2026-08-20T01:42:49.218443+00:00,45.427,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,3,dual_80,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,20,0,1.0,0,2026-08-20T01:44:06.397941+00:00,145.676,,
google/gemini-2.5-flash,strong_hebrew,qwen/qwen3.5-9b,4,dual_80,0,ok,,win,16,9,1.0,False,18,2,0.8888888888888888,0,31,7,0.7741935483870968,0,2026-08-20T01:46:32.072884+00:00,213.823,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,0,dual_0,0,ok,,loss,8,7,0.7777777777777778,True,8,0,1.0,0,15,0,1.0,0,2026-08-20T01:18:29.471131+00:00,113.507,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,1,dual_0,0,ok,,win,8,9,1.0,False,8,0,1.0,0,15,0,1.0,0,2026-08-20T01:19:45.944961+00:00,118.401,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,2,dual_0,0,ok,,loss,5,4,0.4444444444444444,True,5,0,1.0,0,9,0,1.0,0,2026-08-20T01:20:50.175849+00:00,77.3,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,3,dual_0,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,20,1,0.95,0,2026-08-20T01:22:10.544336+00:00,166.447,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,4,dual_0,0,ok,,win,11,9,1.0,False,11,0,1.0,0,19,0,1.0,0,2026-08-20T01:25:24.038766+00:00,171.443,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,0,dual_100,0,ok,,win,7,9,1.0,False,8,1,0.875,0,14,0,1.0,0,2026-08-20T01:49:17.336817+00:00,111.285,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,1,dual_100,0,ok,,win,9,9,1.0,False,9,0,1.0,0,17,0,1.0,0,2026-08-20T01:51:59.299711+00:00,114.33,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,2,dual_100,0,ok,,loss,6,6,0.6666666666666666,True,8,2,0.75,0,13,1,0.9230769230769231,0,2026-08-20T01:53:33.833470+00:00,113.526,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,3,dual_100,0,ok,,loss,11,6,0.6666666666666666,True,11,0,1.0,0,17,0,1.0,0,2026-08-20T01:55:57.254856+00:00,154.256,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,4,dual_100,0,ok,,loss,9,4,0.4444444444444444,True,9,0,1.0,0,14,1,0.9285714285714286,0,2026-08-20T01:56:45.673939+00:00,116.467,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,0,dual_50,0,ok,,loss,9,8,0.8888888888888888,True,9,0,1.0,0,16,0,1.0,0,2026-08-20T01:27:50.680460+00:00,130.772,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,1,dual_50,0,ok,,win,9,9,1.0,False,9,0,1.0,0,15,0,1.0,0,2026-08-20T01:30:15.471394+00:00,112.745,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,2,dual_50,0,ok,,loss,6,4,0.4444444444444444,True,6,0,1.0,0,10,0,1.0,0,2026-08-20T01:31:41.131792+00:00,74.025,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,3,dual_50,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-20T01:33:08.330910+00:00,150.539,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,4,dual_50,0,ok,,win,10,9,1.0,False,10,0,1.0,0,19,1,0.9473684210526315,0,2026-08-20T01:36:01.732707+00:00,158.327,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,0,dual_80,0,ok,,win,9,9,1.0,False,9,0,1.0,0,18,1,0.9444444444444444,0,2026-08-20T01:38:40.059365+00:00,111.808,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,1,dual_80,0,ok,,win,11,9,1.0,False,11,0,1.0,0,23,4,0.8260869565217391,0,2026-08-20T01:40:31.866931+00:00,142.682,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,2,dual_80,0,ok,,loss,5,7,0.7777777777777778,True,5,0,1.0,0,11,0,1.0,0,2026-08-20T01:42:54.548495+00:00,74.217,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,3,dual_80,0,ok,,win,8,9,1.0,False,8,0,1.0,0,15,0,1.0,0,2026-08-20T01:44:08.765492+00:00,99.727,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,google/gemini-2.5-flash,4,dual_80,0,ok,,win,9,9,1.0,False,9,0,1.0,0,16,0,1.0,0,2026-08-20T01:46:39.810754+00:00,110.873,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_0,0,ok,,win,13,9,1.0,False,13,0,1.0,0,22,2,0.9090909090909091,0,2026-08-19T22:53:58.148133+00:00,196.283,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_0,0,ok,,loss,5,2,0.2222222222222222,True,8,3,0.625,0,8,1,0.875,0,2026-08-19T22:54:35.280159+00:00,88.743,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_0,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,11,0,1.0,0,2026-08-19T22:57:00.936312+00:00,91.879,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_0,0,ok,,win,17,9,1.0,False,19,2,0.8947368421052632,0,25,2,0.92,0,2026-08-19T22:58:26.565779+00:00,243.421,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_0,0,ok,,loss,16,8,0.8888888888888888,True,16,0,1.0,0,23,0,1.0,0,2026-08-19T23:01:01.296774+00:00,217.346,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_100,0,ok,,win,8,9,1.0,False,8,0,1.0,0,15,0,1.0,0,2026-08-19T23:27:13.694459+00:00,123.017,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_100,0,ok,,win,7,9,1.0,False,7,0,1.0,0,18,4,0.7777777777777778,0,2026-08-19T23:29:16.712329+00:00,137.443,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_100,0,ok,,stalled,5,2,0.2222222222222222,False,7,2,0.7142857142857143,0,29,25,0.13793103448275862,3,2026-08-19T23:31:07.658455+00:00,96.153,Guesser meta-llama/llama-3.3-70b-instruct failed after 6 attempts: guess 'ראש' not among currently guessable words,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_100,0,ok,,loss,2,2,0.2222222222222222,True,2,0,1.0,0,5,1,0.8,0,2026-08-19T23:33:20.329715+00:00,36.261,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_100,0,ok,,loss,8,6,0.6666666666666666,True,8,0,1.0,0,14,0,1.0,0,2026-08-19T23:35:44.601189+00:00,121.117,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_50,0,ok,,loss,6,4,0.4444444444444444,True,6,0,1.0,0,12,2,0.8333333333333334,0,2026-08-19T23:03:08.029293+00:00,95.252,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_50,0,ok,,loss,7,7,0.7777777777777778,True,8,1,0.875,0,15,1,0.9333333333333333,0,2026-08-19T23:04:43.281345+00:00,108.203,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_50,0,ok,,loss,7,8,0.8888888888888888,True,8,1,0.875,0,14,0,1.0,0,2026-08-19T23:07:15.629078+00:00,160.494,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_50,0,ok,,loss,10,7,0.7777777777777778,True,10,0,1.0,0,16,0,1.0,0,2026-08-19T23:10:24.091257+00:00,130.007,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_50,0,ok,,stalled,8,8,0.8888888888888888,False,8,0,1.0,0,24,12,0.5,2,2026-08-19T23:12:45.524691+00:00,129.78,Guesser meta-llama/llama-3.3-70b-instruct failed after 6 attempts: guess 'סיפור' not among currently guessable words,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,25,9,0.64,1,2026-08-19T23:15:06.315018+00:00,175.662,,
